trial_number,run_id,cost,complexity,n_estimators,learning_rate,max_depth,is_on_front,is_selected,pinball,winkler
217,eba12897902f4cdd92a1360454754cab,15.596593635821966,23.04,360,0.022162206026723596,6,False,False,15.596593635821966,23.04
296,2fbb27e9f9b04d188e9fa8e1e56c7912,15.604948874896492,564.224,2204,0.005037339084801966,12,False,False,15.604948874896492,564.224
201,668e10015e794490a23555e9bc09f7b6,15.61223119063441,192.0,3000,0.026313180377148245,6,False,False,15.61223119063441,192.0
200,7972a2d7cdf642aab0dce9f6397bc275,15.625814555339003,598.016,2336,0.006680170303272112,12,False,False,15.625814555339003,598.016
263,db7af260a8714c9ba0099bdb7019a78a,15.652197339951522,155.52,2430,0.005000000000000002,6,False,False,15.652197339951522,155.52
372,a31024325d97442583d5f3b7d5489e7c,15.676124099693544,768.0,3000,0.29999999999999977,12,False,False,15.676124099693544,768.0
331,9c4eb37094dc44b1be4bdbfb908d7f1a,15.705857517918208,768.0,3000,0.3,9,False,False,15.705857517918208,768.0
228,dea6a0249f434df2b2f187196b9742d7,15.707069545423149,606.976,2371,0.01572236639672082,12,False,False,15.707069545423149,606.976
149,9694a4543a484cef8c721f062038b044,15.729039012000555,594.432,2322,0.005000000000000002,12,False,False,15.729039012000555,594.432
246,b36185f5fb6b445a80598480aee265ad,15.730478355894356,114.752,1793,0.03687845107989617,6,False,False,15.730478355894356,114.752
382,acac74de89cd4095afc37cd784681494,15.738051296844588,768.0,3000,0.005626371047104514,12,False,False,15.738051296844588,768.0
161,b6bb29c8f70a494fbc34ba37c4c2eb72,15.740582520058172,3.2,50,0.20180666834794733,6,True,False,15.740582520058172,3.2
355,eb227cb9d2e84e02a304bfca01b29cb9,15.767911485397487,6.4,50,0.14232444084734958,7,False,False,15.767911485397487,6.4
264,6417feadb52f4b568f26707ece707c63,15.770316744447165,768.0,3000,0.016289861177703417,12,False,False,15.770316744447165,768.0
265,06a222bf71844acea856b8f3d406bb07,15.787307492693696,532.48,2080,0.03756088539891612,12,False,False,15.787307492693696,532.48
253,00135e882383471bbe57e84394975ad0,15.792341355215578,63.296,989,0.13461438856108285,6,False,False,15.792341355215578,63.296
172,f1bdd65c459c427c959b9c5aff0d543a,15.799007069271102,68.864,1076,0.17795177965416253,6,False,False,15.799007069271102,68.864
173,ba8176e7aa86430d99b9b834adcb72aa,15.807486825689887,188.16,735,0.242727255159604,12,False,False,15.807486825689887,188.16
270,21c744ed96274694a6095c666220c491,15.81402874762662,70.208,1097,0.04904434683324898,6,False,False,15.81402874762662,70.208
247,db5ef953563a461eabdeb9fc193fc933,15.815536552752471,22.016,344,0.020617828493603912,6,False,False,15.815536552752471,22.016
287,932938f0df764c908f6693c182c36495,15.823837275944577,154.88,605,0.14862823647477544,12,False,False,15.823837275944577,154.88
158,7734d5d7d5be48bbae0e4c30023c6d74,15.851072672585941,33.6,525,0.014353685159321313,6,False,False,15.851072672585941,33.6
245,4f4f30c2d37d468aa39ef3fb91fcf6ff,15.861794728899875,128.512,502,0.021974180716050354,12,False,False,15.861794728899875,128.512
396,92b6d89a052a48d4a532df33a0a4138f,15.868529615187798,768.0,3000,0.04259686142329952,12,False,False,15.868529615187798,768.0
297,32e362857ee048eea96d2b82c1cc49ab,15.870482616736412,171.136,2674,0.009741834160296933,6,False,False,15.870482616736412,171.136
126,5c06caf0b2cb436ab33ec5db2ff38b12,15.877011541499337,96.512,377,0.02207979261173412,10,False,False,15.877011541499337,96.512
251,9e97c657a86e4331a51c6c6a70a8eb8f,15.955584266382468,535.296,2091,0.042916802730516186,12,False,False,15.955584266382468,535.296
230,98976e0bc2f24d99bff660158ddbcc4a,16.01938113699074,116.736,456,0.05659381642576718,12,False,False,16.01938113699074,116.736
316,144f0061b3654507a133af855d94209a,16.030605021247645,21.504,336,0.023259753815207392,6,False,False,16.030605021247645,21.504
145,3e244bbdc3304ddd8c9b55157c499595,16.032222819177747,111.168,1737,0.04089453503548305,6,False,False,16.032222819177747,111.168
164,22020b1b1cfe436292a9b0e476f34dd4,16.062008528511246,463.872,1812,0.018260172340521515,12,False,False,16.062008528511246,463.872
260,dfdc0b8859ae480294ddd57d0c6dec5c,16.079921117567242,40.704,636,0.3,6,False,False,16.079921117567242,40.704
290,b63f5c79810e4e26ae0d681cdee974f1,16.088734724336366,82.176,321,0.023831710552103407,12,False,False,16.088734724336366,82.176
400,f602ed6b1401402188402fd8f344dccf,16.109013951493804,768.0,3000,0.3,12,False,False,16.109013951493804,768.0
