run_id,run_name,backend,cost,n_estimators,learning_rate,max_depth,is_on_front
989de1f63745429bbbdcbda264c19cbc,trial-0008,lightgbm,28.615286164834007,1311,0.005548416522539619,6,False
640987ba72564b58a6ffabadc01fc737,trial-0002,lightgbm,29.035735725511763,2367,0.011324530081857673,9,False
c606d540a1f241cea8eb4a784206e600,trial-0005,lightgbm,29.089566867880528,850,0.14879578963571918,8,False
60828cdbe68a4d61b915578d05e64327,trial-0006,lightgbm,29.67165029342795,2456,0.09033775094656361,11,False
8eda104ba3064dda8f0467f320803a49,trial-0038,lightgbm,30.142145601939315,50,0.3,12,False
3f3deee6c8a94cc1bc969aa75d000cb8,trial-0040,lightgbm,30.83705657599251,3000,0.006940255204370025,6,False
77e350ff0e0f4da9ab8efed050bbf65f,trial-0041,lightgbm,30.9997746249393,50,0.3,12,False
83ad353fc62f426fa4f8b7996305cbf7,trial-0034,lightgbm,31.171773050488863,3000,0.3,6,False
2d42824f626a431fa396f161f5a8fcde,trial-0037,lightgbm,31.601223374284313,3000,0.005000000000000002,12,False
3764cb3f43394374b9ad58f60e16194a,trial-0051,lightgbm,32.09293229549561,50,0.08260235942631218,6,False
208a4978c32b4393b05e0499299c5292,trial-0030,lightgbm,32.26704209129712,3000,0.29999999999999977,10,False
28b9e17e4c0443f681d9659cab7feaff,trial-0046,lightgbm,34.7259076642481,50,0.03292818882843373,6,False
